CAR,STEP,TIME,LEADER_AND_DISTANCE,DRIVING_DISTANCE,WIFI_SIGNAL_STRENGTH,MESH_SIGNAL_STRENGTH,DATAGRAM_COUNT,WIFI_DATAGRAM,MESH_DATAGRAM
car1,11,1.1,"(None, None)",1.4299999999999997,-60,,2,[],"[""b'21:47:43.108290 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 442\\nE....@@.@............t#....l{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 21, 'generated_time': 1.1}, 'body': {'station_id': 0.13870046384590295, 'leader': null, 'speed': 2.5999999999999996, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [6.529999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:43.117837 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@.+..........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 22, 'generated_time': 1.1}, 'body': {'station_id': 0.6505194474354129, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,12,1.2,"(None, None)",1.7159999999999993,-60,,2,[],"[""b'21:47:43.208093 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 442\\nE....K@.@..{.........t#....j{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 23, 'generated_time': 1.2}, 'body': {'station_id': 0.38623254754100234, 'leader': null, 'speed': 2.8599999999999994, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [6.815999999999998, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:43.219676 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 452\\nE.....@.@.+..........U#...\\'_{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 24, 'generated_time': 1.2}, 'body': {'station_id': 0.23266500200715723, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,13,1.3,"(None, None)",2.0279999999999996,-60,,2,[],"[""b'21:47:43.309773 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 441\\nE....S@.@..t.........t#...w.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 25, 'generated_time': 1.3}, 'body': {'station_id': 0.36759876864123575, 'leader': null, 'speed': 3.119999999999999, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [7.127999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:43.318457 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 452\\nE.....@.@.+..........U#....E{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 26, 'generated_time': 1.3}, 'body': {'station_id': 0.27950185948009665, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,14,1.4,"(None, None)",2.3659999999999997,-60,,2,[],"[""b'21:47:43.408251 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 440\\nE....e@.@..c.........t#...p.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 27, 'generated_time': 1.4}, 'body': {'station_id': 0.6531281903871349, 'leader': null, 'speed': 3.379999999999999, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [7.465999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:43.417205 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 452\\nE.....@.@.+..........U#...!K{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 28, 'generated_time': 1.4}, 'body': {'station_id': 0.05963363538641153, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,15,1.5,"(None, None)",2.7299999999999995,-60,,2,[],"[""b'21:47:43.507994 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 440\\nE....n@.@..Z.........t#...j.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 29, 'generated_time': 1.5}, 'body': {'station_id': 0.5274588577450791, 'leader': null, 'speed': 3.639999999999999, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [7.829999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:43.516913 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 453\\nE.....@.@.+..........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 30, 'generated_time': 1.5}, 'body': {'station_id': 0.018385110178809505, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,16,1.6,"(None, None)",3.119999999999999,-60,,2,[],"[""b'21:47:43.608364 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 440\\nE.....@.@..F.........t#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 31, 'generated_time': 1.6}, 'body': {'station_id': 0.602974546164957, 'leader': null, 'speed': 3.8999999999999986, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [8.219999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:43.617152 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE....)@.@.+..........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 32, 'generated_time': 1.6}, 'body': {'station_id': 0.3976617894555554, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,17,1.7,"(None, None)",3.5359999999999996,-60,,2,[],"[""b'21:47:43.707606 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 427\\nE.....@.@..R.........t#....I{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 33, 'generated_time': 1.7}, 'body': {'station_id': 0.575479722691745, 'leader': null, 'speed': 4.159999999999998, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [8.636, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:43.716084 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE....2@.@.+..........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 34, 'generated_time': 1.7}, 'body': {'station_id': 0.8925706492219558, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,18,1.8,"(None, None)",3.9779999999999998,-60,,2,[],"[""b'21:47:43.808025 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 428\\nE.....@.@..=.........t#....K{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 35, 'generated_time': 1.8}, 'body': {'station_id': 0.7557609153514904, 'leader': null, 'speed': 4.419999999999998, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [9.078, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:43.816628 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE....G@.@.+u.........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 36, 'generated_time': 1.8}, 'body': {'station_id': 0.9140549467978066, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,19,1.9,"(None, None)",4.446,-60,,2,[],"[""b'21:47:43.908407 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 428\\nE.....@.@..;.........t#....J{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 37, 'generated_time': 1.9}, 'body': {'station_id': 0.4487118689113544, 'leader': null, 'speed': 4.679999999999998, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [9.546, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:43.916917 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE...._@.@.+].........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 38, 'generated_time': 1.9}, 'body': {'station_id': 0.6450568823425916, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,20,2.0,"(None, None)",4.9399999999999995,-60,,2,[],"[""b'21:47:44.008452 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 429\\nE.....@.@............t#....'{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 39, 'generated_time': 2.0}, 'body': {'station_id': 0.10461159548934862, 'leader': null, 'speed': 4.939999999999998, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [10.04, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:44.016949 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 452\\nE....s@.@.+H.........U#....S{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 40, 'generated_time': 2.0}, 'body': {'station_id': 0.37429939478312324, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,21,2.1,"(None, None)",5.4399999999999995,-60,,2,[],"[""b'21:47:44.107926 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 414\\nE.....@.@..).........t#...s.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 41, 'generated_time': 2.1}, 'body': {'station_id': 0.9303714977719484, 'leader': null, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [10.54, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:44.116476 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 452\\nE....y@.@.+B.........U#....H{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 42, 'generated_time': 2.1}, 'body': {'station_id': 0.19526989585768884, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,22,2.2,"(None, None)",5.9399999999999995,-60,,2,[],"[""b'21:47:44.207801 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 415\\nE.....@.@............t#...V.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 43, 'generated_time': 2.2}, 'body': {'station_id': 0.46629687920936325, 'leader': null, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [11.04, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:44.216204 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@.+..........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 44, 'generated_time': 2.2}, 'body': {'station_id': 0.9055176603658549, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,23,2.3,"(None, None)",6.4399999999999995,-60,,2,[],"[""b'21:47:44.307942 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 414\\nE.....@.@............t#..._.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 45, 'generated_time': 2.3}, 'body': {'station_id': 0.5967463694782317, 'leader': null, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [11.54, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:44.316293 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@.+..........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 46, 'generated_time': 2.3}, 'body': {'station_id': 0.6769776635293716, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,24,2.4,"(None, None)",6.9399999999999995,-60,,2,[],"[""b'21:47:44.408884 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 415\\nE.....@.@............t#...\\\\.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 47, 'generated_time': 2.4}, 'body': {'station_id': 0.23943157639348223, 'leader': null, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [12.04, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:44.417315 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@.+..........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 48, 'generated_time': 2.4}, 'body': {'station_id': 0.9537110273114294, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,25,2.5,"(None, None)",7.4399999999999995,-60,,2,[],"[""b'E.....@.@..\\n.........t#...F.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 49, 'generated_time': 2.5}, 'body': {'station_id': 0.09885025263947933, 'leader': null, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [12.54, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:44.516775 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 452\\nE.....@.@.+..........U#....W{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 50, 'generated_time': 2.5}, 'body': {'station_id': 0.23962342395884062, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,26,2.6,"(None, None)",7.9399999999999995,-60,,2,[],"[""b'21:47:44.608063 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 414\\nE.....@.@............t#...b.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 51, 'generated_time': 2.6}, 'body': {'station_id': 0.3099182369839526, 'leader': null, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [13.04, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:44.616440 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 452\\nE.....@.@.*..........U#...#K{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 52, 'generated_time': 2.6}, 'body': {'station_id': 0.42635487734052036, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,27,2.7,"(None, None)",8.44,-60,,2,[],"[""b'21:47:44.741281 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 414\\nE.....@.@............t#...s.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 53, 'generated_time': 2.7}, 'body': {'station_id': 0.9173036040870526, 'leader': null, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [13.54, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:44.749813 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@.*..........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 54, 'generated_time': 2.7}, 'body': {'station_id': 0.8934900625361255, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
