CAR,STEP,TIME,LEADER_AND_DISTANCE,DRIVING_DISTANCE,WIFI_SIGNAL_STRENGTH,MESH_SIGNAL_STRENGTH,DATAGRAM_COUNT,WIFI_DATAGRAM,MESH_DATAGRAM
car1,1,0.1,"(None, None)",None,-60,,1,[],"[""b'21:47:42.113586 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 410\\nE.....@.@.\\t..........t#....b{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 1, 'generated_time': 0.1}, 'body': {'station_id': 0.555365950482197, 'leader': null, 'speed': 0.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 0, 'position': [5.1, -4.8, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,2,0.2,"(None, None)",0.0259999999999998,-60,,1,[],"[""b'21:47:42.215332 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 427\\nE.....@.@............t#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 3, 'generated_time': 0.2}, 'body': {'station_id': 0.9382773065010839, 'leader': null, 'speed': 0.26, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.1259999999999994, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,3,0.3,"(None, None)",0.0779999999999994,-60,,1,[],"[""b'21:47:42.306038 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 428\\nE.....@.@............t#...\\'.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 5, 'generated_time': 0.3}, 'body': {'station_id': 0.011778994769410245, 'leader': null, 'speed': 0.52, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.177999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,4,0.4,"(None, None)",0.1559999999999997,-60,,1,[],"[""b'21:47:42.406373 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 426\\nE.....@.@............t#...M2{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 7, 'generated_time': 0.4}, 'body': {'station_id': 0.3383386605298797, 'leader': null, 'speed': 0.78, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.255999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,5,0.5,"(None, None)",0.2599999999999998,-60,,1,[],"[""b'21:47:42.505693 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 427\\nE.....@.@............t#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 9, 'generated_time': 0.5}, 'body': {'station_id': 0.03888624925402839, 'leader': null, 'speed': 1.04, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.359999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,6,0.6,"(None, None)",0.3899999999999997,-60,,1,[],"[""b'21:47:42.606565 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 425\\nE.....@.@............t#...>.{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 11, 'generated_time': 0.6}, 'body': {'station_id': 0.129409802350835, 'leader': null, 'speed': 1.3, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.489999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,7,0.7,"(None, None)",0.5459999999999994,-60,,1,[],"[""b'21:47:42.707134 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 427\\nE.....@.@............t#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 13, 'generated_time': 0.7}, 'body': {'station_id': 0.8395369293880303, 'leader': null, 'speed': 1.56, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.645999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,8,0.8,"(None, None)",0.7279999999999998,-60,,1,[],"[""b'21:47:42.808252 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 427\\nE.....@.@............t#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 15, 'generated_time': 0.8}, 'body': {'station_id': 0.6245069593918706, 'leader': null, 'speed': 1.82, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.827999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,9,0.9,"(None, None)",0.9359999999999999,-60,,2,[],"[""b'21:47:42.933760 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 415\\nE.....@.@............t#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 17, 'generated_time': 0.9}, 'body': {'station_id': 0.6967148062678118, 'leader': null, 'speed': 2.08, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [6.036, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:42.942178 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@.,..........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 18, 'generated_time': 0.9}, 'body': {'station_id': 0.2746279396935063, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,10,1.0,"(None, None)",1.17,-60,,2,[],"[""b'21:47:43.007127 IP 192.168.0.1.49524 > 192.168.0.255.9090: UDP, length 414\\nE....+@.@............t#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 19, 'generated_time': 1.0}, 'body': {'station_id': 0.5614250536204773, 'leader': null, 'speed': 2.34, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [6.27, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'21:47:43.015484 IP 192.168.0.2.60757 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@.+..........U#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 20, 'generated_time': 1.0}, 'body': {'station_id': 0.6522820642793324, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
