FROM,BYTES,PROTOCOL,ID,GEN_TIME,REC_TIME,BODY
car3,439,DENM,3,11.2,11.3,"{'management': {'station_id': 0, 'sequence_id': 0, 'data_version': 0, 'expirity_time': 0, 'frequency': 0, 'reliablity': 100, 'is_negation': False}, 'situation': {'cause': 3, 'subcause': 0, 'severity': 2}, 'location': {'lane': 1, 'position': [50.94, -4.8, 0], 'elevation': 0, 'trace_id': 0, 'way_point': (0, 0, 0)}}"
car3,439,DENM,5,11.3,11.4,"{'management': {'station_id': 0, 'sequence_id': 0, 'data_version': 0, 'expirity_time': 0, 'frequency': 0, 'reliablity': 100, 'is_negation': False}, 'situation': {'cause': 3, 'subcause': 0, 'severity': 2}, 'location': {'lane': 1, 'position': [51.44, -4.8, 0], 'elevation': 0, 'trace_id': 0, 'way_point': (0, 0, 0)}}"
car3,439,DENM,7,11.4,11.5,"{'management': {'station_id': 0, 'sequence_id': 0, 'data_version': 0, 'expirity_time': 0, 'frequency': 0, 'reliablity': 100, 'is_negation': False}, 'situation': {'cause': 3, 'subcause': 0, 'severity': 2}, 'location': {'lane': 1, 'position': [51.94, -4.8, 0], 'elevation': 0, 'trace_id': 0, 'way_point': (0, 0, 0)}}"
car3,439,DENM,9,11.5,11.6,"{'management': {'station_id': 0, 'sequence_id': 0, 'data_version': 0, 'expirity_time': 0, 'frequency': 0, 'reliablity': 100, 'is_negation': False}, 'situation': {'cause': 3, 'subcause': 0, 'severity': 2}, 'location': {'lane': 1, 'position': [52.44, -4.8, 0], 'elevation': 0, 'trace_id': 0, 'way_point': (0, 0, 0)}}"
car3,440,DENM,11,11.6,11.7,"{'management': {'station_id': 0, 'sequence_id': 0, 'data_version': 0, 'expirity_time': 0, 'frequency': 0, 'reliablity': 100, 'is_negation': False}, 'situation': {'cause': 3, 'subcause': 0, 'severity': 2}, 'location': {'lane': 1, 'position': [52.94, -4.8, 0], 'elevation': 0, 'trace_id': 0, 'way_point': (0, 0, 0)}}"
car3,440,DENM,13,11.7,11.8,"{'management': {'station_id': 0, 'sequence_id': 0, 'data_version': 0, 'expirity_time': 0, 'frequency': 0, 'reliablity': 100, 'is_negation': False}, 'situation': {'cause': 3, 'subcause': 0, 'severity': 2}, 'location': {'lane': 1, 'position': [53.44, -4.8, 0], 'elevation': 0, 'trace_id': 0, 'way_point': (0, 0, 0)}}"
car3,440,DENM,15,11.8,11.9,"{'management': {'station_id': 0, 'sequence_id': 0, 'data_version': 0, 'expirity_time': 0, 'frequency': 0, 'reliablity': 100, 'is_negation': False}, 'situation': {'cause': 3, 'subcause': 0, 'severity': 2}, 'location': {'lane': 1, 'position': [53.94, -4.8, 0], 'elevation': 0, 'trace_id': 0, 'way_point': (0, 0, 0)}}"
car3,440,DENM,17,11.9,12.0,"{'management': {'station_id': 0, 'sequence_id': 0, 'data_version': 0, 'expirity_time': 0, 'frequency': 0, 'reliablity': 100, 'is_negation': False}, 'situation': {'cause': 3, 'subcause': 0, 'severity': 2}, 'location': {'lane': 1, 'position': [54.44, -4.8, 0], 'elevation': 0, 'trace_id': 0, 'way_point': (0, 0, 0)}}"
car3,440,DENM,19,12.0,12.1,"{'management': {'station_id': 0, 'sequence_id': 0, 'data_version': 0, 'expirity_time': 0, 'frequency': 0, 'reliablity': 100, 'is_negation': False}, 'situation': {'cause': 3, 'subcause': 0, 'severity': 2}, 'location': {'lane': 1, 'position': [54.94, -4.8, 0], 'elevation': 0, 'trace_id': 0, 'way_point': (0, 0, 0)}}"
car3,440,DENM,21,12.1,12.2,"{'management': {'station_id': 0, 'sequence_id': 0, 'data_version': 0, 'expirity_time': 0, 'frequency': 0, 'reliablity': 100, 'is_negation': False}, 'situation': {'cause': 3, 'subcause': 0, 'severity': 2}, 'location': {'lane': 1, 'position': [55.44, -4.8, 0], 'elevation': 0, 'trace_id': 0, 'way_point': (0, 0, 0)}}"
