FROM,BYTES,PROTOCOL,ID,GEN_TIME,REC_TIME,BODY
car1,413,CAM,201,10.1,10.2,"{'station_id': 0.5136143951158503, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [50.44, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,413,CAM,203,10.2,10.3,"{'station_id': 0.596748419888074, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [50.94, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,413,CAM,205,10.3,10.4,"{'station_id': 0.5011521960520866, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [51.44, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,414,CAM,207,10.4,10.5,"{'station_id': 0.08468096045202145, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [51.94, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,413,CAM,211,10.6,10.7,"{'station_id': 0.42280931822200096, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [52.94, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,413,CAM,213,10.7,10.8,"{'station_id': 0.4801499262297543, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [53.44, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,414,CAM,215,10.8,10.9,"{'station_id': 0.9646858469107258, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [53.94, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,413,CAM,217,10.9,11.0,"{'station_id': 0.9414749214892829, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [54.44, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,413,CAM,221,11.1,11.2,"{'station_id': 0.8382882204624393, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [55.44, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,415,CAM,223,11.2,11.2,"{'station_id': 0.40812685206812893, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [55.94, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,413,CAM,225,11.3,11.4,"{'station_id': 0.9280688504403517, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [56.44, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,412,CAM,227,11.4,11.5,"{'station_id': 0.9700588295261183, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [56.94, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,414,CAM,229,11.5,11.6,"{'station_id': 0.33001218574867086, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [57.44, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,413,CAM,231,11.6,11.7,"{'station_id': 0.7391422299039249, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [57.94, -1.6, 0], 'elevation': 0, 'heading': 0}}"
car1,414,CAM,233,11.7,11.8,"{'station_id': 0.536823422800618, 'leader': None, 'speed': 5.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': 1, 'position': [58.44, -1.6, 0], 'elevation': 0, 'heading': 0}}"
