STEP,TIME,DRIVING_DISTANCE,LEADER_AND_DISTANCE,WIFI_STRENGTH,CAM_COUNT,DENM_COUNT,CAM_BYTES,DENM_BYTES
1,0.1,None,"(None, None)",-60,0,0,0,0
2,0.2,0.0259999999999998,"('car2', 0.0)",-60,0,0,0,0
3,0.3,0.0779999999999994,"('car2', 0.0)",-60,0,0,0,0
4,0.4,0.1559999999999997,"('car2', 0.0)",-60,0,0,0,0
5,0.5,0.2599999999999998,"('car2', 0.0)",-60,0,0,0,0
6,0.6,0.3899999999999997,"('car2', 0.0)",-60,0,0,0,0
7,0.7,0.5459999999999994,"('car2', 0.0)",-60,0,0,0,0
8,0.8,0.7279999999999998,"('car2', 0.0)",-60,0,0,0,0
9,0.9,0.9359999999999999,"('car2', 0.0)",-60,0,0,0,0
10,1.0,1.17,"('car2', 0.0)",-60,0,0,0,0
11,1.1,1.4299999999999997,"('car2', 0.0)",-60,0,0,0,0
12,1.2,1.7159999999999993,"('car2', 0.0)",-60,0,0,0,0
13,1.3,2.0279999999999996,"('car2', 0.0)",-60,0,0,0,0
14,1.4,2.3659999999999997,"('car2', 0.0)",-60,0,0,0,0
15,1.5,2.7299999999999995,"('car2', 0.0)",-60,0,0,0,0
16,1.6,3.119999999999999,"('car2', 0.0)",-60,0,0,0,0
17,1.7,3.5359999999999996,"('car2', 0.0)",-60,0,0,0,0
18,1.8,3.9779999999999998,"('car2', 0.0)",-60,0,0,0,0
19,1.9,4.446,"('car2', 0.0)",-60,0,0,0,0
20,2.0,4.9399999999999995,"('car2', 0.0)",-60,0,0,0,0
21,2.1,5.459999999999999,"('car2', 0.0)",-60,0,0,0,0
22,2.2,6.0059999999999985,"('car2', 0.0)",-60,0,0,0,0
23,2.3,6.577999999999998,"('car2', 0.0)",-60,0,0,0,0
24,2.4,7.175999999999997,"('car2', 0.0)",-60,0,0,0,0
25,2.5,7.799999999999995,"('car2', 0.0)",-60,0,0,0,0
26,2.6,8.449999999999996,"('car2', 0.0)",-60,0,0,0,0
27,2.7,9.125999999999996,"('car2', 0.0)",-60,0,0,0,0
28,2.8,9.827999999999996,"('car2', 0.0)",-60,0,0,0,0
29,2.9,10.555999999999996,"('car2', 0.0)",-60,0,0,0,0
30,3.0,11.309999999999997,"('car2', 0.0)",-60,0,0,0,0
31,3.1,12.089999999999998,"('car2', 0.0)",-60,0,0,0,0
32,3.2,12.895999999999999,"('car2', 0.0)",-60,0,0,0,0
33,3.3,13.728,"('car2', 0.0)",-60,0,0,0,0
34,3.4,14.586,"('car2', 0.0)",-60,0,0,0,0
35,3.5,15.47,"('car2', 0.0)",-60,0,0,0,0
36,3.6,16.380000000000003,"('car2', 0.0)",-60,0,0,0,0
37,3.7,17.316000000000003,"('car2', 0.0)",-60,0,0,0,0
38,3.8,18.278,"('car2', 0.0)",-60,0,0,0,0
39,3.9,19.266,"('car2', 0.0)",-60,0,0,0,0
40,4.0,20.28,"('car2', 0.0)",-60,0,0,0,0
41,4.1,21.32,"('car2', 0.0)",-60,0,0,0,0
42,4.2,22.385999999999996,"('car2', 0.0)",-60,0,0,0,0
43,4.3,23.477999999999994,"('car2', 0.0)",-60,1,1,427,439
44,4.4,24.595999999999997,"('car2', 0.0)",-60,1,0,439,0
45,4.5,25.739999999999995,"('car2', 0.0)",-60,1,0,426,0
46,4.6,26.90999999999999,"('car2', 0.0)",-60,1,0,438,0
47,4.7,28.105999999999987,"('car2', 0.0)",-60,1,0,439,0
48,4.8,29.32799999999999,"('car2', 0.0)",-60,1,0,438,0
49,4.9,30.575999999999986,"('car2', 0.0)",-60,1,0,439,0
50,5.0,31.849999999999987,"('car2', 0.0)",-60,1,0,438,0
51,5.1,33.149999999999984,"('car2', 0.0)",-60,1,0,438,0
52,5.2,34.475999999999985,"(None, None)",-60,1,0,440,0
53,5.3,35.82799999999998,"(None, None)",-60,1,0,441,0
54,5.4,37.20599999999998,"(None, None)",-60,1,0,440,0
55,5.5,38.60999999999998,"(None, None)",-60,1,0,441,0
56,5.6,40.02903124999998,"(None, None)",-60,1,0,440,0
57,5.7,41.40306249999998,"(None, None)",-60,1,0,440,0
58,5.8,42.73209374999998,"(None, None)",-60,1,0,440,0
59,5.9,44.01612499999998,"(None, None)",-60,1,0,439,0
60,6.0,45.255156249999985,"(None, None)",-60,1,0,441,0
61,6.1,46.44918749999999,"(None, None)",-60,1,0,440,0
62,6.2,47.59821874999999,"(None, None)",-60,1,0,441,0
63,6.3,48.702249999999985,"(None, None)",-60,1,0,440,0
64,6.4,49.83228124999999,"(None, None)",-60,1,0,442,0
65,6.5,50.988312499999985,"(None, None)",-60,1,0,440,0
66,6.6,52.17034374999999,"(None, None)",-60,1,0,442,0
67,6.7,53.361219907407396,"(None, None)",-60,1,0,441,0
68,6.8,54.5070960648148,"(None, None)",-60,1,0,441,0
69,6.9,55.60797222222221,"(None, None)",-60,1,0,441,0
70,7.0,56.66384837962962,"(None, None)",-60,1,0,440,0
71,7.1,57.67472453703703,"(None, None)",-60,1,0,440,0
72,7.2,58.64060069444444,"(None, None)",-60,1,0,441,0
73,7.3,59.56147685185184,"(None, None)",-60,1,0,440,0
74,7.4,60.43735300925925,"(None, None)",-60,1,0,440,0
75,7.5,61.26822916666665,"(None, None)",-60,1,0,440,0
76,7.6,62.054105324074065,"(None, None)",-60,1,0,440,0
77,7.7,62.79498148148148,"(None, None)",-60,1,0,441,0
78,7.8,63.49085763888888,"(None, None)",-60,1,0,440,0
79,7.9,64.1417337962963,"(None, None)",-60,1,0,441,0
80,8.0,64.8186099537037,"(None, None)",-60,1,0,442,0
81,8.1,65.5214861111111,"(None, None)",-60,1,0,439,0
82,8.2,66.25036226851851,"(None, None)",-60,1,0,440,0
83,8.3,67.00523842592592,"(None, None)",-60,1,0,438,0
84,8.4,67.78611458333333,"(None, None)",-60,1,0,439,0
85,8.5,68.59299074074073,"(None, None)",-60,1,0,439,0
86,8.6,69.42586689814814,"(None, None)",-60,1,0,440,0
87,8.7,70.27384887500402,"(None, None)",-60,1,0,439,0
88,8.8,71.1218308518599,"(None, None)",-60,1,0,441,0
89,8.9,71.96981282871579,"(None, None)",-60,1,0,426,0
90,9.0,72.81779480557167,"(None, None)",-60,1,0,425,0
91,9.1,73.66577678242754,"(None, None)",-60,1,0,425,0
92,9.2,74.51375875928342,"(None, None)",-60,1,0,426,0
93,9.3,75.3617407361393,"(None, None)",-60,1,0,425,0
94,9.4,76.20972271299519,"(None, None)",-60,1,0,426,0
95,9.5,77.05770468985106,"(None, None)",-60,1,0,424,0
96,9.6,77.93168666670695,"(None, None)",-60,1,0,425,0
97,9.7,78.83166864356282,"(None, None)",-60,1,0,424,0
98,9.8,79.7576506204187,"(None, None)",-60,1,0,426,0
99,9.9,80.70963259727459,"(None, None)",-60,1,0,425,0
100,10.0,81.68761457413046,"(None, None)",-60,1,0,425,0
101,10.1,82.69159655098635,"(None, None)",-60,1,0,426,0
102,10.2,83.72157852784223,"(None, None)",-60,1,0,426,0
103,10.3,84.7775605046981,"(None, None)",-60,1,0,426,0
104,10.4,85.85954248155399,"(None, None)",-60,1,0,427,0
105,10.5,86.96752445840987,"(None, None)",-60,1,0,426,0
106,10.6,88.10150643526575,"(None, None)",-60,1,0,427,0
107,10.7,89.26148841212162,"(None, None)",-60,1,0,426,0
108,10.8,90.44747038897751,"(None, None)",-60,1,0,426,0
109,10.9,91.65945236583339,"(None, None)",-60,1,0,426,0
110,11.0,92.89743434268927,"(None, None)",-60,1,0,426,0
111,11.1,94.16141631954514,"(None, None)",-60,1,0,426,0
112,11.2,95.45139829640102,"(None, None)",-60,1,0,428,0
113,11.3,96.7673802732569,"(None, None)",-60,1,0,426,0
114,11.4,98.10936225011278,"(None, None)",-60,1,0,426,0
115,11.5,99.47734422696867,"(None, None)",-60,1,0,426,0
116,11.6,100.87132620382454,"(None, None)",-60,1,0,426,0
117,11.7,102.29130818068043,"(None, None)",-60,1,0,427,0
118,11.8,103.73729015753631,"(None, None)",-60,1,0,427,0
119,11.9,105.20927213439218,"(None, None)",-60,1,0,427,0
120,12.0,106.68158084170821,"(None, None)",-60,1,0,427,0
121,12.1,108.15388954902423,"(None, None)",-60,1,0,426,0
122,12.2,109.62619825634025,"(None, None)",-60,1,0,427,0
123,12.3,111.09850696365626,"(None, None)",-60,1,0,426,0
124,12.4,112.5708156709723,"(None, None)",-60,1,0,426,0
125,12.5,114.04312437828833,"(None, None)",-60,1,0,427,0
126,12.6,115.51543308560434,"(None, None)",-60,1,0,426,0
127,12.7,116.98774179292036,"(None, None)",-60,1,0,427,0
128,12.8,118.46005050023639,"(None, None)",-60,1,0,428,0
