CAR,STEP,TIME,LEADER_AND_DISTANCE,DRIVING_DISTANCE,WIFI_SIGNAL_STRENGTH,MESH_SIGNAL_STRENGTH,DATAGRAM_COUNT,BYTES_COUNT,WIFI_DATAGRAM,MESH_DATAGRAM
car1,1,0.1,"(None, None)",None,-60,,1,409,[],"[""b'14:37:23.368083 IP 192.168.0.1.43570 > 192.168.0.255.9090: UDP, length 409\\nE...5.@.@............2#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 1, 'generated_time': 0.1}, 'body': {'station_id': 0.57276342126728, 'leader': null, 'speed': 0.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 0, 'position': [5.1, -4.8, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,2,0.2,"(None, None)",0.0259999999999998,-60,,1,427,[],"[""b'14:37:23.461862 IP 192.168.0.1.43570 > 192.168.0.255.9090: UDP, length 427\\nE...5.@.@............2#....#{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 3, 'generated_time': 0.2}, 'body': {'station_id': 0.3952887061200674, 'leader': null, 'speed': 0.26, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.1259999999999994, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,3,0.3,"(None, None)",0.0779999999999994,-60,,1,426,[],"[""b'14:37:23.552457 IP 192.168.0.1.43570 > 192.168.0.255.9090: UDP, length 426\\nE...5.@.@............2#...j{{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 5, 'generated_time': 0.3}, 'body': {'station_id': 0.9627387380092495, 'leader': null, 'speed': 0.52, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.177999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,4,0.4,"(None, None)",0.1559999999999997,-60,,1,425,[],"[""b'14:37:23.652871 IP 192.168.0.1.43570 > 192.168.0.255.9090: UDP, length 425\\nE...6.@.@............2#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 7, 'generated_time': 0.4}, 'body': {'station_id': 0.288052839151947, 'leader': null, 'speed': 0.78, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.255999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,5,0.5,"(None, None)",0.2599999999999998,-60,,2,879,[],"[""b'14:37:23.752110 IP 192.168.0.1.43570 > 192.168.0.255.9090: UDP, length 428\\nE...6&@.@............2#...;H{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 9, 'generated_time': 0.5}, 'body': {'station_id': 0.021916279757421164, 'leader': null, 'speed': 1.04, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.359999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'14:37:23.760551 IP 192.168.0.2.43118 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@............n#...+.{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 10, 'generated_time': 0.5}, 'body': {'station_id': 0.6879841710500861, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,6,0.6,"(None, None)",0.3899999999999997,-60,,2,877,[],"[""b'14:37:23.853043 IP 192.168.0.1.43570 > 192.168.0.255.9090: UDP, length 426\\nE...65@.@............2#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 11, 'generated_time': 0.6}, 'body': {'station_id': 0.1606458598637278, 'leader': null, 'speed': 1.3, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.489999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'14:37:23.861495 IP 192.168.0.2.43118 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@............n#...1.{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 12, 'generated_time': 0.6}, 'body': {'station_id': 0.8511237972511148, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,7,0.7,"(None, None)",0.5459999999999994,-60,,2,878,[],"[""b'14:37:23.952325 IP 192.168.0.1.43570 > 192.168.0.255.9090: UDP, length 427\\nE...68@.@............2#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 13, 'generated_time': 0.7}, 'body': {'station_id': 0.8889950294042045, 'leader': null, 'speed': 1.56, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.645999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'14:37:23.960752 IP 192.168.0.2.43118 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@............n#...7.{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 14, 'generated_time': 0.7}, 'body': {'station_id': 0.4062750114105912, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,8,0.8,"(None, None)",0.7279999999999998,-60,,2,879,[],"[""b'14:37:24.052188 IP 192.168.0.1.43570 > 192.168.0.255.9090: UDP, length 428\\nE...6A@.@............2#...4F{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 15, 'generated_time': 0.8}, 'body': {'station_id': 0.22579295218562723, 'leader': null, 'speed': 1.82, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [5.827999999999999, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'14:37:24.060669 IP 192.168.0.2.43118 > 192.168.0.255.9090: UDP, length 451\\nE.....@.@............n#.....{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 16, 'generated_time': 0.8}, 'body': {'station_id': 0.8882833939806938, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,9,0.9,"(None, None)",0.9359999999999999,-60,,2,867,[],"[""b'14:37:24.154612 IP 192.168.0.1.43570 > 192.168.0.255.9090: UDP, length 415\\nE...6Y@.@............2#.../I{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 17, 'generated_time': 0.9}, 'body': {'station_id': 0.3655522748139881, 'leader': null, 'speed': 2.08, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [6.036, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'14:37:24.163267 IP 192.168.0.2.43118 > 192.168.0.255.9090: UDP, length 452\\nE....#@.@............n#...h5{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 18, 'generated_time': 0.9}, 'body': {'station_id': 0.32007008581683705, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
car1,10,1.0,"(None, None)",1.17,-60,,2,863,[],"[""b'14:37:24.253966 IP 192.168.0.1.43570 > 192.168.0.255.9090: UDP, length 414\\nE...6_@.@............2#.....{'header': {'from_car_id': 'car1', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 19, 'generated_time': 1.0}, 'body': {'station_id': 0.6657450283173112, 'leader': null, 'speed': 2.34, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': 1, 'position': [6.27, -1.6, 0], 'elevation': 0, 'heading': 0}}}\\n'"", ""b'14:37:24.262351 IP 192.168.0.2.43118 > 192.168.0.255.9090: UDP, length 449\\nE....\\'@.@............n#...^.{'header': {'from_car_id': 'car2', 'proto_type': 'CAM', 'proto_version': 0, 'message_id': 20, 'generated_time': 1.0}, 'body': {'station_id': 0.44672235256688, 'leader': null, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': false, 'private_its_station': false, 'physical_relevant_its_station': false}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}}\\n'""]"
