FROM,BYTES,PROTOCOL,ID,GEN_TIME,REC_TIME,BODY
car2,447,CAM,4,0.2,0.3,"{'station_id': 0.4783486654745761, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,447,CAM,6,0.3,0.4,"{'station_id': 0.3200721170361194, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,8,0.4,0.5,"{'station_id': 0.5200253731951854, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,10,0.5,0.6,"{'station_id': 0.9366238021929911, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,449,CAM,12,0.6,0.7,"{'station_id': 0.5002373602593797, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,14,0.7,0.8,"{'station_id': 0.3896436928120096, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,450,CAM,16,0.8,0.9,"{'station_id': 0.0662031063291102, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,449,CAM,18,0.9,1.0,"{'station_id': 0.7475318382945773, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,447,CAM,20,1.0,1.1,"{'station_id': 0.2713902501798081, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,22,1.1,1.2,"{'station_id': 0.8803967454735563, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,24,1.2,1.3,"{'station_id': 0.7162699506133091, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,26,1.3,1.4,"{'station_id': 0.8959667249513077, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,28,1.4,1.5,"{'station_id': 0.23820529736687257, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,450,CAM,30,1.5,1.6,"{'station_id': 0.026238014171561352, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,32,1.6,1.7,"{'station_id': 0.05970940813128489, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,450,CAM,34,1.7,1.8,"{'station_id': 0.21061767715413637, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,449,CAM,36,1.8,1.9,"{'station_id': 0.006679082852382279, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,38,1.9,2.0,"{'station_id': 0.18594568802126343, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,40,2.0,2.1,"{'station_id': 0.323257833710746, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,42,2.1,2.2,"{'station_id': 0.9930025220247446, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,44,2.2,2.3,"{'station_id': 0.34088620714832263, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,447,CAM,46,2.3,2.4,"{'station_id': 0.45427722207882004, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,448,CAM,48,2.4,2.5,"{'station_id': 0.6255077316731462, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
car2,449,CAM,50,2.5,2.6,"{'station_id': 0.4515310256649574, 'leader': None, 'speed': -1073741824.0, 'station_characteristics': {'mobile_its_station': False, 'private_its_station': False, 'physical_relevant_its_station': False}, 'reference_position': {'lane': -1073741824, 'position': [-1073741824.0, -1073741824.0, 0], 'elevation': 0, 'heading': 0}}"
